Recipe,Question,label
"Combine mayonnaise, basil, and lemon juice in processor. Blend until smooth (some basil bits will remain). Season mayonnaise with salt and pepper. Transfer to small bowl, cover, and refrigerate. (Can be made 2 days ahead. Keep refrigerated.)
Rinse 2 mini muffin pans (12 cups per pan) with cold water; shake off excess water. Mix tomatoes, garlic, and oil in medium bowl; sprinkle with salt and pepper. Let stand 15 minutes. Arrange 4 tomato quarters in bottom of each prepared muffin cup.
Bring 2 1/2 cups water and salt to boil in heavy large saucepan over medium-high heat. Gradually whisk in polenta. Reduce heat to medium and cook until polenta thickens, whisking almost constantly, about 10 minutes. Reduce heat to low and continue to cook until polenta is tender, whisking often, about 15 minutes longer. Whisk in cheese and butter. Season polenta to taste with pepper.
Spoon enough polenta into muffin cups to cover tomatoes and fill cups. Using wet fingertips, press polenta firmly to compact. Cover pans with waxed paper; let stand until polenta is firmly set, at least 30 minutes and up to 2 hours.
Cut around each tartlet to loosen. Turn over muffin pans, releasing tartlets. Arrange, tomato side up, on platter. Top each with dollop of basil mayonnaise. Serve, passing remaining mayonnaise.
*Sold at Italian markets, natural foods stores, and some supermarkets. If unavailable, substitute an equal amount of regular yellow cornmeal, and cook mixture for about half the time.",can it be made 4 days ahead,0
"Fill an 8-quart pot three fourths full with salted water and bring to a boil. Plunge 2 lobsters headfirst into water and boil, covered, 3 minutes. Transfer with tongs to a colander to cool. Repeat with remaining 2 lobsters in same manner.
When lobster is cool enough to handle, remove meat from shells, catching juices in a separate bowl. Add shells to bowl with juices. Cut meat into 1-inch pieces and chill lobster, covered.
Stir together wine and saffron and let mixture steep 10 minutes. Bring wine mixture, 14 cups water, and lobster shells with juices to a boil in 8-quart pot. Boil until liquid is reduced to about 8 cups, about 1 hour. Line a sieve with cheesecloth and set over a bowl. Pour stock through sieve, then discard solids.
While stock reduces, heat 2 tablespoons oil in a heavy skillet over low heat until hot, then cook onion with bay leaf until onion is very soft and browned, about 45 minutes. Add tomatoes and garlic and cook, stirring frequently, until sofregit is very thick, about 15 minutes. Discard bay leaf.
Preheat oven to 400°F.
Heat 1 tablespoon oil in a cassola or an ovenproof 12-inch heavy skillet over moderately low heat until hot but not smoking, then cook pasta in 4 batches, stirring, until golden brown. Transfer pasta to a bowl as browned and add an additional tablespoon oil for each batch.
When all of pasta is browned, return to pan and stir in sofregit and 4 cups stock (if using a cassola, use 4Bõps stock; your need more liquid because of the dish's straight sides). Reserve remaining stock for another use. Bring pasta mixture to a simmer, then continue to simmer, covered, 4 minutes. Stir in reserved lobster and season with salt and pepper. Transfer pan, uncovered, to middle of oven and bake 10 minutes, or until liquid is absorbed and top of pasta is crisp. Stir in parsley.",are cassola or an ovenproof 12-inch heavy skillet needed,1
"Fill an 8-quart pot three fourths full with salted water and bring to a boil. Plunge 2 lobsters headfirst into water and boil, covered, 3 minutes. Transfer with tongs to a colander to cool. Repeat with remaining 2 lobsters in same manner.
When lobster is cool enough to handle, remove meat from shells, catching juices in a separate bowl. Add shells to bowl with juices. Cut meat into 1-inch pieces and chill lobster, covered.
Stir together wine and saffron and let mixture steep 10 minutes. Bring wine mixture, 14 cups water, and lobster shells with juices to a boil in 8-quart pot. Boil until liquid is reduced to about 8 cups, about 1 hour. Line a sieve with cheesecloth and set over a bowl. Pour stock through sieve, then discard solids.
While stock reduces, heat 2 tablespoons oil in a heavy skillet over low heat until hot, then cook onion with bay leaf until onion is very soft and browned, about 45 minutes. Add tomatoes and garlic and cook, stirring frequently, until sofregit is very thick, about 15 minutes. Discard bay leaf.
Preheat oven to 400°F.
Heat 1 tablespoon oil in a cassola or an ovenproof 12-inch heavy skillet over moderately low heat until hot but not smoking, then cook pasta in 4 batches, stirring, until golden brown. Transfer pasta to a bowl as browned and add an additional tablespoon oil for each batch.
When all of pasta is browned, return to pan and stir in sofregit and 4 cups stock (if using a cassola, use 4Bõps stock; your need more liquid because of the dish's straight sides). Reserve remaining stock for another use. Bring pasta mixture to a simmer, then continue to simmer, covered, 4 minutes. Stir in reserved lobster and season with salt and pepper. Transfer pan, uncovered, to middle of oven and bake 10 minutes, or until liquid is absorbed and top of pasta is crisp. Stir in parsley.",is the mixture steeped for 30 minutes,0
"Bring 3/4 cup water to boil in heavy medium saucepan over high heat. Stir in couscous. Remove from heat. Cover and let stand until water is absorbed, about 15 minutes. Fluff with fork.
Melt butter in small nonstick skillet over medium-high heat. Add banana and sugar and sauté until banana is soft, about 1 minute. Cool.
Using electric mixer, beat cream in large bowl until soft peaks form. Fold in cream of coconut and triple sec. Reserve 6 tablespoons whipped cream mixture for topping. Fold candied pineapple, couscous, and banana into remaining whipped cream mixture in large bowl. Divide mixture among 6 parfait glasses or dessert bowls. (Can be made 4 hours ahead. Cover whipped cream mixture and puddings separately and refrigerate.)
Top each pudding with some of reserved whipped cream mixture. Sprinkle each with fresh pineapple and serve.
Cream of coconut is available in the liquor section of most supermarkets.",are 6 tablespoons of whipped cream mixture used for topping,1
"Bring 3/4 cup water to boil in heavy medium saucepan over high heat. Stir in couscous. Remove from heat. Cover and let stand until water is absorbed, about 15 minutes. Fluff with fork.
Melt butter in small nonstick skillet over medium-high heat. Add banana and sugar and sauté until banana is soft, about 1 minute. Cool.
Using electric mixer, beat cream in large bowl until soft peaks form. Fold in cream of coconut and triple sec. Reserve 6 tablespoons whipped cream mixture for topping. Fold candied pineapple, couscous, and banana into remaining whipped cream mixture in large bowl. Divide mixture among 6 parfait glasses or dessert bowls. (Can be made 4 hours ahead. Cover whipped cream mixture and puddings separately and refrigerate.)
Top each pudding with some of reserved whipped cream mixture. Sprinkle each with fresh pineapple and serve.
Cream of coconut is available in the liquor section of most supermarkets.",banana and sugar and sauté are added until banana is hard,0
"Line bottom and sides of a 13- by 9-inch baking pan with foil, then butter foil.
Bring sugar, water, butter, and cream of tartar to a boil in a deep 3-quart heavy saucepan over moderate heat, stirring until sugar is dissolved, then wash down any sugar crystals with a pastry brush dipped in cold water. Boil without stirring until syrup registers 265°F (hard-ball stage) on a candy thermometer, about 10 minutes. Add molasses (don't stir) and continue to boil undisturbed until syrup registers 295°F (hard-crack stage), 4 to 5 minutes. Remove pan from heat and sift baking soda over syrup, then whisk to incorporate. (Use caution: mixture will bubble vigorously.)
Immediately pour syrup into lined baking pan and cool completely. Lift candy in foil from pan, then discard foil and break candy into pieces.",the baking soda is sifted over syrup,1
"Line bottom and sides of a 13- by 9-inch baking pan with foil, then butter foil.
Bring sugar, water, butter, and cream of tartar to a boil in a deep 3-quart heavy saucepan over moderate heat, stirring until sugar is dissolved, then wash down any sugar crystals with a pastry brush dipped in cold water. Boil without stirring until syrup registers 265°F (hard-ball stage) on a candy thermometer, about 10 minutes. Add molasses (don't stir) and continue to boil undisturbed until syrup registers 295°F (hard-crack stage), 4 to 5 minutes. Remove pan from heat and sift baking soda over syrup, then whisk to incorporate. (Use caution: mixture will bubble vigorously.)
Immediately pour syrup into lined baking pan and cool completely. Lift candy in foil from pan, then discard foil and break candy into pieces.",should it be sittered when molasses is added,0
"Line bottom and sides of a 13- by 9-inch baking pan with foil, then butter foil.
Bring sugar, water, butter, and cream of tartar to a boil in a deep 3-quart heavy saucepan over moderate heat, stirring until sugar is dissolved, then wash down any sugar crystals with a pastry brush dipped in cold water. Boil without stirring until syrup registers 265°F (hard-ball stage) on a candy thermometer, about 10 minutes. Add molasses (don't stir) and continue to boil undisturbed until syrup registers 295°F (hard-crack stage), 4 to 5 minutes. Remove pan from heat and sift baking soda over syrup, then whisk to incorporate. (Use caution: mixture will bubble vigorously.)
Immediately pour syrup into lined baking pan and cool completely. Lift candy in foil from pan, then discard foil and break candy into pieces.",should you sitter when molasses is added,1
"Heat oil in large nonstick skillet over medium-high heat. Add next 5 ingredients; sauté until vegetables are slightly softened, about 5 minutes. Add zucchini and oregano; sauté until zucchini is crisp-tender, about 5 minutes longer. Season with salt and pepper. Cool to room temperature.
*A fresh green chile, often called a pasilla; available at Latin American markets and many supermarkets.",is oil Heated over medium-high heat,1
"Heat oil in large nonstick skillet over medium-high heat. Add next 5 ingredients; sauté until vegetables are slightly softened, about 5 minutes. Add zucchini and oregano; sauté until zucchini is crisp-tender, about 5 minutes longer. Season with salt and pepper. Cool to room temperature.
*A fresh green chile, often called a pasilla; available at Latin American markets and many supermarkets.",is pasilla avalible at Indian markets,0
"Put oven racks in upper and lower thirds of oven and preheat oven to 450°F.
Trim fat and skin from sides of duck legs, leaving a covering of skin on top of legs (there may be fat underneath skin). Reserve 1/2 cup fat (for cooking). Score skin on legs in a 1/2-inch crosshatch pattern, cutting through fat but not into meat.
Coarsely chop reserved duck fat and heat in a 12-inch heavy skillet over moderate heat, stirring occasionally, until melted. Remove from heat and discard any solids with a slotted spoon.
Divide shallots, parsnips, garlic, thyme, bay leaves, 1 teaspoon salt, and 1 teaspoon pepper between baking pans. Add 2 tablespoons rendered duck fat to each pan, reserving remainder in skillet, and toss to coat vegetables. Roast vegetables, turning occasionally and switching position of pans halfway through roasting, until browned in patches, 20 to 30 minutes total.
Pat duck legs dry. Stir together allspice, remaining 1 1/2 teaspoons salt, and remaining 3/4 teaspoon pepper in a small bowl and rub all over legs. Heat fat remaining in skillet over moderately high heat until hot but not smoking, then sauté 4 duck legs, skin sides down, until well browned, 3 to 5 minutes. Turn legs over with tongs and sauté until undersides are browned, 2 minutes more. Transfer with tongs to paper towels to drain. Brown remaining duck legs (in batches of 4) in same manner, pouring off all but 2 tablespoons fat from skillet between batches.
Reduce oven temperature to 375°F.
Divide duck legs between baking pans, nestling them, skin sides up, in vegetables. Add wine and just enough stock so that most of each leg is submerged but skins are not.
Braise duck and vegetables, uncovered, switching position of pans halfway through braising, until duck is tender, 1 1/2 to 2 hours total.
Transfer vegetables and duck with a slotted spoon to a platter. Skim fat from pan juices and serve juices, seasoned with salt and pepper if necessary, on the side.",is 1/2 cup of fat reserved for cooking,1
"Put oven racks in upper and lower thirds of oven and preheat oven to 450°F.
Trim fat and skin from sides of duck legs, leaving a covering of skin on top of legs (there may be fat underneath skin). Reserve 1/2 cup fat (for cooking). Score skin on legs in a 1/2-inch crosshatch pattern, cutting through fat but not into meat.
Coarsely chop reserved duck fat and heat in a 12-inch heavy skillet over moderate heat, stirring occasionally, until melted. Remove from heat and discard any solids with a slotted spoon.
Divide shallots, parsnips, garlic, thyme, bay leaves, 1 teaspoon salt, and 1 teaspoon pepper between baking pans. Add 2 tablespoons rendered duck fat to each pan, reserving remainder in skillet, and toss to coat vegetables. Roast vegetables, turning occasionally and switching position of pans halfway through roasting, until browned in patches, 20 to 30 minutes total.
Pat duck legs dry. Stir together allspice, remaining 1 1/2 teaspoons salt, and remaining 3/4 teaspoon pepper in a small bowl and rub all over legs. Heat fat remaining in skillet over moderately high heat until hot but not smoking, then sauté 4 duck legs, skin sides down, until well browned, 3 to 5 minutes. Turn legs over with tongs and sauté until undersides are browned, 2 minutes more. Transfer with tongs to paper towels to drain. Brown remaining duck legs (in batches of 4) in same manner, pouring off all but 2 tablespoons fat from skillet between batches.
Reduce oven temperature to 375°F.
Divide duck legs between baking pans, nestling them, skin sides up, in vegetables. Add wine and just enough stock so that most of each leg is submerged but skins are not.
Braise duck and vegetables, uncovered, switching position of pans halfway through braising, until duck is tender, 1 1/2 to 2 hours total.
Transfer vegetables and duck with a slotted spoon to a platter. Skim fat from pan juices and serve juices, seasoned with salt and pepper if necessary, on the side.",is duck legs divided between baking pans skin sides down,0
"Prepare grill for cooking.
Soak shrimp (still in shells) in salt water 5 minutes, then rinse well in a colander.
Place tamarind in a bowl with water and rub with your fingers to dissolve pulp. Pour through a sieve into a bowl, pressing hard on solids, and discard solids.
Heat oil in a small heavy saucepan over moderate heat until hot but not smoking, then cook cilantro paste and garlic, stirring, until fragrant. Stir in hot sauce, 3 tablespoons tamarind juice, palm sugar, and fish sauce. Simmer until thickened to consistency of light syrup, about 3 minutes.
Snip shells of shrimp with scissors down center of back, from wide end to second-to-last tail section. Butterfly shrimp in their shells, making a deep incision along length of back where shells are cut, and devein.
Grill shrimp on their sides on an oiled rack set 5 to 6 inches over glowing coals until shells are pink and slightly charred and shrimp are just cooked through, 3 to 4 minutes on each side. (Alternatively, grill shrimp in a hot well-seasoned ridged grill pan over moderate heat.)
Spoon tamarind sauce over shrimp (still in shells) in a serving dish.",should grill be prepared for cooking,1
"Prepare grill for cooking.
Soak shrimp (still in shells) in salt water 5 minutes, then rinse well in a colander.
Place tamarind in a bowl with water and rub with your fingers to dissolve pulp. Pour through a sieve into a bowl, pressing hard on solids, and discard solids.
Heat oil in a small heavy saucepan over moderate heat until hot but not smoking, then cook cilantro paste and garlic, stirring, until fragrant. Stir in hot sauce, 3 tablespoons tamarind juice, palm sugar, and fish sauce. Simmer until thickened to consistency of light syrup, about 3 minutes.
Snip shells of shrimp with scissors down center of back, from wide end to second-to-last tail section. Butterfly shrimp in their shells, making a deep incision along length of back where shells are cut, and devein.
Grill shrimp on their sides on an oiled rack set 5 to 6 inches over glowing coals until shells are pink and slightly charred and shrimp are just cooked through, 3 to 4 minutes on each side. (Alternatively, grill shrimp in a hot well-seasoned ridged grill pan over moderate heat.)
Spoon tamarind sauce over shrimp (still in shells) in a serving dish.",are 5 tablespoons tamarind juice Stirred in hot sauce,0
"Put oven rack in upper third of oven and preheat oven to 500°F.
Cook garlic, thyme, and 3/4 cup oil in a 1- to 1 1/2-quart heavy saucepan over low heat, uncovered, until garlic is very tender but not golden, about 25 minutes.
While garlic is cooking, pat chicken pieces dry and rub all over with butter and remaining tablespoon oil. Sprinkle all over with salt and pepper. Arrange chicken, skin sides up, in a shallow baking pan and roast 20 minutes.
Transfer garlic to a small bowl along with 1 tablespoon garlic oil and mash with a fork. Spread mashed garlic over skin of roasted chicken, then return chicken to oven and roast until just cooked through and skin is crisp, about 5 minutes.",is the mashed garlic spread over skin of roasted chicken,1
"Put oven rack in upper third of oven and preheat oven to 500°F.
Cook garlic, thyme, and 3/4 cup oil in a 1- to 1 1/2-quart heavy saucepan over low heat, uncovered, until garlic is very tender but not golden, about 25 minutes.
While garlic is cooking, pat chicken pieces dry and rub all over with butter and remaining tablespoon oil. Sprinkle all over with salt and pepper. Arrange chicken, skin sides up, in a shallow baking pan and roast 20 minutes.
Transfer garlic to a small bowl along with 1 tablespoon garlic oil and mash with a fork. Spread mashed garlic over skin of roasted chicken, then return chicken to oven and roast until just cooked through and skin is crisp, about 5 minutes.",is garlic cooked until golden,0
"Fill a 6-quart pasta pot three fourths full with salted water and bring to a boil for pasta.
Tear bread into pieces and in a blender or food processor pulse to make coarse crumbs. Finely chop onion. Mince garlic. Rinse anchovies and pat dry. In a sieve rinse and drain peppers and olives. Cut peppers into 1‚-inch-long strips and quarter olives.
In a deep 12-inch heavy skillet heat 2 tablespoons oil over moderate heat until hot but not smoking and stir in bread crumbs. Toast bread crumbs, stirring constantly, until golden and crisp, about 2 minutes, and transfer to a plate to cool. Wipe skillet clean.
In skillet heat remaining 4 tablespoons oil over moderately high heat until hot but not smoking and cook onion, stirring, until golden brown on edges. Remove skillet from heat and add garlic and anchovies. Cook mixture over moderately low heat, stirring until fillets are dissolved, about 2 minutes. Carefully pour wine down side of skillet and simmer, stirring occasionally, until liquid is reduced to about 2 tablespoons. Remove skillet from heat and stir in peppers, olives, and 1/4 cup parsley.
Cook pasta in boiling water, stirring occasionally, until al dente and ladle out and reserve 1 cup pasta water. Drain pasta in a colander and add to sauce with 1/2 cup reserved pasta water and salt and pepper to taste. Heat mixture over low heat, gently tossing (and adding more pasta water as needed if mixture becomes dry), until just heated through. Sprinkle pasta with remaining 1/4 cup parsley and some bread crumbs and serve remaining bread crumbs on the side.",is bread teared into pieces in a blender or food procsoesr,1
"Fill a 6-quart pasta pot three fourths full with salted water and bring to a boil for pasta.
Tear bread into pieces and in a blender or food processor pulse to make coarse crumbs. Finely chop onion. Mince garlic. Rinse anchovies and pat dry. In a sieve rinse and drain peppers and olives. Cut peppers into 1‚-inch-long strips and quarter olives.
In a deep 12-inch heavy skillet heat 2 tablespoons oil over moderate heat until hot but not smoking and stir in bread crumbs. Toast bread crumbs, stirring constantly, until golden and crisp, about 2 minutes, and transfer to a plate to cool. Wipe skillet clean.
In skillet heat remaining 4 tablespoons oil over moderately high heat until hot but not smoking and cook onion, stirring, until golden brown on edges. Remove skillet from heat and add garlic and anchovies. Cook mixture over moderately low heat, stirring until fillets are dissolved, about 2 minutes. Carefully pour wine down side of skillet and simmer, stirring occasionally, until liquid is reduced to about 2 tablespoons. Remove skillet from heat and stir in peppers, olives, and 1/4 cup parsley.
Cook pasta in boiling water, stirring occasionally, until al dente and ladle out and reserve 1 cup pasta water. Drain pasta in a colander and add to sauce with 1/2 cup reserved pasta water and salt and pepper to taste. Heat mixture over low heat, gently tossing (and adding more pasta water as needed if mixture becomes dry), until just heated through. Sprinkle pasta with remaining 1/4 cup parsley and some bread crumbs and serve remaining bread crumbs on the side.",are garlic and anchovies added without removing skillet from heat,0
"Stir together mirin, soy sauce, vinegar, and ginger in a shallow dish. Add fish, skin sides up, and marinate, covered, at room temperature 10 minutes.
Preheat broiler.
Boil soy sauce, honey, and lime juice in a small saucepan, stirring frequently, until thickened, about 4 minutes.
Stir together wasabi powder and water in a small bowl.
Broil fish, skin sides down, on oiled rack of a broiler pan 5 to 7 inches from heat until fish is just cooked through, about 6 minutes.
Serve salmon drizzled with sauces.","are soy sauce, honey, and lime juice stirred frequently in a small saucepan",1
"Stir together mirin, soy sauce, vinegar, and ginger in a shallow dish. Add fish, skin sides up, and marinate, covered, at room temperature 10 minutes.
Preheat broiler.
Boil soy sauce, honey, and lime juice in a small saucepan, stirring frequently, until thickened, about 4 minutes.
Stir together wasabi powder and water in a small bowl.
Broil fish, skin sides down, on oiled rack of a broiler pan 5 to 7 inches from heat until fish is just cooked through, about 6 minutes.
Serve salmon drizzled with sauces.","are mirin, soy sauce, vinegar, and ginger stirred together in a shallow dish",0
"Put oven rack in middle position and preheat oven to 350°F.
Spread bread crumbs in a shallow baking pan and toast 8 to 10 minutes. Reduce oven temperature to 200°F.
Whisk together oil, juice, pepper, and 1/2 teaspoon salt in a large bowl until combined, then stir in tomatoes and onion.
Gently pound cutlets to 1/8-inch thickness between 2 sheets of plastic wrap with flat side of a meat pounder or with a rolling pin. Sprinkle veal all over with remaining 1/2 teaspoon salt and season with pepper.
Stir together bread crumbs and cheese in a large shallow bowl. Lightly beat eggs in another large shallow bowl. Dip veal, 1 piece at a time, in egg, letting excess drip off, then dredge in bread crumbs, coating completely, and arrange in 1 layer on a sheet of wax paper.
Heat 3 tablespoons vegetable oil in a 12-inch heavy skillet over moderately high heat until hot but not smoking, then fry 2 cutlets, turning over once, until golden brown and just cooked through, about 6 minutes total. Transfer to paper towels to drain briefly, then transfer to baking pan and keep warm in oven. Add remaining 3 tablespoons oil to skillet and fry remaining cutlets.
Add arugula and basil to tomato mixture and toss, then season with salt and pepper. 3Serve veal topped with salad.",are remaining cutlets fried with 3 tablespoons of oil,1
"Put oven rack in middle position and preheat oven to 350°F.
Spread bread crumbs in a shallow baking pan and toast 8 to 10 minutes. Reduce oven temperature to 200°F.
Whisk together oil, juice, pepper, and 1/2 teaspoon salt in a large bowl until combined, then stir in tomatoes and onion.
Gently pound cutlets to 1/8-inch thickness between 2 sheets of plastic wrap with flat side of a meat pounder or with a rolling pin. Sprinkle veal all over with remaining 1/2 teaspoon salt and season with pepper.
Stir together bread crumbs and cheese in a large shallow bowl. Lightly beat eggs in another large shallow bowl. Dip veal, 1 piece at a time, in egg, letting excess drip off, then dredge in bread crumbs, coating completely, and arrange in 1 layer on a sheet of wax paper.
Heat 3 tablespoons vegetable oil in a 12-inch heavy skillet over moderately high heat until hot but not smoking, then fry 2 cutlets, turning over once, until golden brown and just cooked through, about 6 minutes total. Transfer to paper towels to drain briefly, then transfer to baking pan and keep warm in oven. Add remaining 3 tablespoons oil to skillet and fry remaining cutlets.
Add arugula and basil to tomato mixture and toss, then season with salt and pepper. 3Serve veal topped with salad.",are the 2 cutlets turned over three times until golden,0
"Working over a shallow bowl, cut off corn kernels, then scrape each cob with a knife to extract juice. Discard cobs.
Purée 2 cups kernels, reserving remainder, and all of juice in a food processor 2 minutes, scraping down sides. Force through a fine sieve into a bowl and discard solids. Stir in salt, cornstarch, and sugar.
Cook onion in butter in a saucepan over moderately low heat, stirring frequently, until softened. Add reserved kernels and water and simmer briskly, covered, stirring occasionally, until corn is crisp-tender, 4 to 5 minutes.
Stir corn purée again, then stir into kernels. Bring to a boil, stirring, and simmer, stirring, until thickened, about 2 minutes. (If desired, thin with water.) Season with pepper and stir in chives.",is the remainder Purée reserved,1
"Working over a shallow bowl, cut off corn kernels, then scrape each cob with a knife to extract juice. Discard cobs.
Purée 2 cups kernels, reserving remainder, and all of juice in a food processor 2 minutes, scraping down sides. Force through a fine sieve into a bowl and discard solids. Stir in salt, cornstarch, and sugar.
Cook onion in butter in a saucepan over moderately low heat, stirring frequently, until softened. Add reserved kernels and water and simmer briskly, covered, stirring occasionally, until corn is crisp-tender, 4 to 5 minutes.
Stir corn purée again, then stir into kernels. Bring to a boil, stirring, and simmer, stirring, until thickened, about 2 minutes. (If desired, thin with water.) Season with pepper and stir in chives.",are onion cooked in oil in a saucepan,0
"Place guajillo chiles in medium saucepan; add enough water to cover generously and bring to boil. Reduce heat and simmer until soft, about 15 minutes. Drain; reserve cooking liquid. Place chiles in processor; add 1/4 cup reserved cooking liquid and 4 tablespoons oil and puree until smooth. Transfer chile sauce to bowl; season with salt and pepper.
Reserve 6 tablespoons chile sauce for sandwiches. Brush remaining sauce all over chicken; sprinkle with salt and pepper. Heat remaining 1 tablespoon oil in large nonstick skillet over medium-high heat. Add chicken and cook until cooked through, 6 to 7 minutes per side. Let chicken rest 5 minutes, then slice thinly crosswise.
Mix lettuce, onion, and jalape&nitilde;os in medium bowl; add 1/4 cup reserved jalape&nitilde;o juice to slaw and toss. Spread reserved chile sauce over cut sides of bread. Top bottom halves with chicken, then cheese, then some slaw. Cover with top halves of bread and serve with remaining slaw alongside.",are 6 tablespoons chile sauce reserved for sandwiches,1
"Place guajillo chiles in medium saucepan; add enough water to cover generously and bring to boil. Reduce heat and simmer until soft, about 15 minutes. Drain; reserve cooking liquid. Place chiles in processor; add 1/4 cup reserved cooking liquid and 4 tablespoons oil and puree until smooth. Transfer chile sauce to bowl; season with salt and pepper.
Reserve 6 tablespoons chile sauce for sandwiches. Brush remaining sauce all over chicken; sprinkle with salt and pepper. Heat remaining 1 tablespoon oil in large nonstick skillet over medium-high heat. Add chicken and cook until cooked through, 6 to 7 minutes per side. Let chicken rest 5 minutes, then slice thinly crosswise.
Mix lettuce, onion, and jalape&nitilde;os in medium bowl; add 1/4 cup reserved jalape&nitilde;o juice to slaw and toss. Spread reserved chile sauce over cut sides of bread. Top bottom halves with chicken, then cheese, then some slaw. Cover with top halves of bread and serve with remaining slaw alongside.",is 1 tablespoon oil heated in small nonstick skillet,0
"Lightly oil 6-cup ring mold. Place raspberry Jell-O in large bowl. Bring wine to simmer in small saucepan. Add wine to Jell-O and stir until Jell-O is dissolved, about 2 minutes. Stir in orange juice and lemon juice. Place bowl in larger bowl filled with ice and water. Cool until Jell-O begins to set slightly, stirring occasionally, about 20 minutes.
Meanwhile, grate 1 tablespoon peel from oranges. Cut remaining peel and white pith from oranges; discard. Cut between membranes; release segments.
Add orange segments and peel, 1 cup grapes and 1 cup strawberries to Jell-O; stir to blend well. Pour mixture into mold. Chill at least 6 hours or overnight.
Run knife around mold sides to loosen Jell-O. Place mold in bowl filled with enough hot water to come halfway up sides of mold for 30 seconds. Place platter atop mold; invert Jell-O onto platter. Garnish with additional fruit.",is 1 tablespoon peel grated from oranges,1
"Lightly oil 6-cup ring mold. Place raspberry Jell-O in large bowl. Bring wine to simmer in small saucepan. Add wine to Jell-O and stir until Jell-O is dissolved, about 2 minutes. Stir in orange juice and lemon juice. Place bowl in larger bowl filled with ice and water. Cool until Jell-O begins to set slightly, stirring occasionally, about 20 minutes.
Meanwhile, grate 1 tablespoon peel from oranges. Cut remaining peel and white pith from oranges; discard. Cut between membranes; release segments.
Add orange segments and peel, 1 cup grapes and 1 cup strawberries to Jell-O; stir to blend well. Pour mixture into mold. Chill at least 6 hours or overnight.
Run knife around mold sides to loosen Jell-O. Place mold in bowl filled with enough hot water to come halfway up sides of mold for 30 seconds. Place platter atop mold; invert Jell-O onto platter. Garnish with additional fruit.",is beer added to Jell-O and stir until Jell-O is dissolved,0
"Spray 3-cup soufflé dish or terrine with vegetable oil spray. Line dish with plastic wrap; spray plastic. Combine chicken livers, broth and onion in medium saucepan. Bring to boil. Cover and simmer until livers are cooked through, stirring occasionally, about 12 minutes. Drain cooking liquid; transfer chicken livers and onion to processor. Add butter, Cognac and salt to processor. Puree until smooth. Transfer to prepared dish. Cover and refrigerate until firm, at least 4 hours.
Bring wine to simmer in small saucepan. Remove from heat. Add figs. Let stand until figs soften, about 15 minutes. Drain wine. Quarter figs. (Pâté and figs can be prepared 1 day ahead. Keep pâté refrigerated. Transfer figs to small bowl; cover and refrigerate.)
Unmold pâté onto platter. Press walnuts onto sides of pâté. Garnish top with chives and some figs. Arrange lettuce on platter with pâté. Place remaining figs atop lettuce. Serve with toasts.","are chicken livers, broth and onion combined in medium saucepan",1
"Spray 3-cup soufflé dish or terrine with vegetable oil spray. Line dish with plastic wrap; spray plastic. Combine chicken livers, broth and onion in medium saucepan. Bring to boil. Cover and simmer until livers are cooked through, stirring occasionally, about 12 minutes. Drain cooking liquid; transfer chicken livers and onion to processor. Add butter, Cognac and salt to processor. Puree until smooth. Transfer to prepared dish. Cover and refrigerate until firm, at least 4 hours.
Bring wine to simmer in small saucepan. Remove from heat. Add figs. Let stand until figs soften, about 15 minutes. Drain wine. Quarter figs. (Pâté and figs can be prepared 1 day ahead. Keep pâté refrigerated. Transfer figs to small bowl; cover and refrigerate.)
Unmold pâté onto platter. Press walnuts onto sides of pâté. Garnish top with chives and some figs. Arrange lettuce on platter with pâté. Place remaining figs atop lettuce. Serve with toasts.",are chicken livers and onion transfered to processor without draining the cooking liquid,0
"Whisk all ingredients in heavy large saucepan to blend. Whisk over medium-high heat until beginning to boil. Reduce heat to medium-low. Simmer until sauce is thick enough to coat spoon, whisking occasionally, about 25 minutes. (Can be made 3 days ahead. Cool. Cover and refrigerate. Rewarm over low heat before serving.)
Preheat oven to 350°F. Butter 11x7-inch glass baking dish. Combine milk, cream, sugar, eggs, egg yolks, vanilla, nutmeg, and salt in large bowl; whisk to blend well. Spread 1 side of each bread slice with butter. Arrange 6 slices, buttered side up, in single layer in prepared dish, trimming to fit. Sprinkle with currants. Top with remaining bread slices, buttered side up. Pour custard through sieve over bread in dish. Let stand 15 minutes, occasionally pressing bread into custard.
Place pudding in dish in 13x9x2-inch metal baking pan. Pour enough hot water into pan to come halfway up sides of pudding dish. Place in oven. Bake pudding until set in center and golden on top, about 45 minutes. Remove pudding from water bath. Serve warm or at room temperature with warm caramel sauce.",is the sauce simmered until is thick enough to coat spoon,1
