Recipe,Question,label
"Prepare a grill or grill pan for medium-high heat. Grill orange halves, cut side down, until well browned, 8–10 minutes. Let cool slightly, about 10 minutes. Juice oranges, then strain and discard pulp (you should have about 1 1/2 cups juice).
Pour salt onto a small plate, if using. Rub rim of an old-fashioned or rocks glass with lime wheel, then dip into salt.Stir orange juice, tequila, lime juice, and 8 cups ice in a pitcher. Divide cocktails among glasses and garnish with lime wheels.",Do you need to put orange juice in a pitcher?,1
"Prepare a grill for medium-high heat or heat a grill pan over medium-high; oil grate or pan. Lightly brush corn with oil and season with salt and pepper. Grill, covered, until tender and well charred, 4–5 minutes per side (16–20 minutes total). Let cool slightly.
Spread each ear with 1 Tbsp. mayonnaise and sprinkle with 1 Tbsp. cheese.",Do i use a grill to grill corn ears?,1
"Preheat oven to 325°F. Toast walnuts on a rimmed baking sheet, tossing once, until golden brown, 7–10 minutes. Let cool, then chop.
Combine radicchio, peaches, parsley, half of scallions, and walnuts in a large bowl. Drizzle in oil and lemon juice and toss to coat; season with salt and pepper.
Add cheese and remaining scallions, parsley, and walnuts to salad and gently toss again to combine.",Is the parsley in the salad on a baking sheet?,1
"If using fresh bananas, peel, then arrange in a single layer on a large plate or parchment-lined rimmed baking sheet. Freeze until firm, at least 2 hours or up to overnight.
Purée frozen bananas in a food processor, scraping bowl as needed, until creamy, 6–8 minutes. Divide ice cream among serving bowls, or freeze in an airtight container at least 2 hours before scooping and serving.
Bananas can be frozen up to 3 months ahead.",Can you freeze frozen bananas for ice cream?,1
"Preheat oven to 350°F. Grease an 18x13"" rimmed baking sheet with butter or spray. Blend eggs, milk, salt, and pepper in a blender until well combined.
Place prepared baking sheet on oven rack and carefully pour in egg mixture. Bake until just set in the middle, 12–14 minutes.
Let cool slightly, then cut into 18–20 squares.
Eggs can be made 3 days ahead. Slice, transfer to an airtight container, and chill. Warm slightly in a toaster oven or microwave before serving, if desired.",Do you have to make the french roll in advance?,1
"Soak the tapioca pearls according to the package instructions. Once fully reconstituted and softened, drain.
While the tea is still hot or warm, add the sugar and stir to dissolve completely. Let cool and then refrigerate until completely chilled, about 2 hours, before serving.Place the tapioca pearls at the bottom of 2 cups. Use a cocktail shaker to shake together the ice, milk, and tea and strain into each cup and serve.",Do you add water to tapioca pearls?,1
"Stir honey, cinnamon, vanilla, salt, and 3 Tbsp. hot water in a medium bowl until smooth and incorporated. Stir in oats and coconut and let sit 10 minutes.
Fold in cherries and almond butter and stir thoroughly to combine.
Scoop mixture by the level tablespoon and roll into balls in between your palms. Transfer to a plate or rimmed baking sheet and chill at least 30 minutes before serving.
Bites can be made 10 days ahead. Transfer to an airtight container and chill, or freeze up to 3 months.",Can you freeze savoury chocolate bars in advance?,1
"Combine whiskey, lemon juice, and simple syrup in an ice-filled cocktail shaker. Cover and shake vigorously until the outside of the shaker is very cold, about 20 seconds. Strain into a pint glass partly filled with ice. Top with beer and stir gently to combine. Garnish with lemon twist.",Does a lemon juice cocktail have to be cold?,1
"Whisk chile, garlic, pepper, lime juice, and 2 Tbsp. oil in a large bowl. Add shrimp and toss to coat; season with salt. Thread shrimp onto sets of 2 skewers.
Prepare a grill for medium-high heat; clean grates well, then oil. Grill shrimp, turning once, until cooked through and lightly charred, about 5 minutes total. Serve with lime wedges dipped in chili powder.",Do they use hot water to fry shrimp?,1
"Preheat oven to 375°F. Combine first 5 ingredients in processor; blend until onion is finely chopped. Add half and half and butter; process just until blended. Transfer to large bowl. Mix in corn. Pour into crust. Bake until filling is slightly puffed and top is golden, about 50 minutes. Transfer to rack; cool slightly. Serve warm.",Is the cornbread filling hot or cold?,1
"Mix salt and cayenne on a small plate. Moisten rim of a pint glass and press into chile salt to lightly coat.
Combine lime juice, hot sauce, and Worcestershire sauce in glass. Partly fill glass with ice and top with beer. Stir gently to mix. Garnish with lime wedge.",Is there hot sauce in a pint glass?,1
"Place about 1/4 cup salt on a small plate. Rub the rim of a Collins or pint glass (or a 16-ounce Solo cup—no need to get fancy) with one of the lime wedges to moisten it, then dip the rim in the salt to coat.
Combine the tomato juice, lime juice, hot sauce, Worcestershire sauce, Tajín, and a pinch of salt in a small bowl and mix.
Fill the prepared glass about three-quarters full with ice cubes and add the tomato juice mixture. Top with beer and garnish with the remaining lime wedge.",Do you need salt to make the salsa in a pint glass?,1
"Prepare a grill for medium heat. Toss tomatillos on a rimmed baking sheet with 2 Tbsp. oil; season with salt. Grill, turning occasionally, until flesh is jammy and skins are blackened and blistered, 15–20 minutes. Transfer to a sieve set over a bowl and let cool; discard liquid that has drained off into bowl.
Process tomatillos, ginger, jalapeño, garlic, cilantro, cumin, and remaining 1/3 cup oil until smooth; season with salt.
Chermoula can be made 1 day ahead. Cover and chill.",Can you make chermoula ahead of time?,1
"Place beets and radishes in a small bowl. Toast fennel seeds in a dry small saucepan over medium heat, shaking pan often, until fragrant, about 45 seconds. Add vinegar, salt, sugar, and 1/2 cup water and bring to a boil, stirring until salt and sugar are dissolved, about 1 minute. Pour brine over beets and radishes and let cool. Cover and chill at least 8 hours before serving.
Vegetables can be pickled 1 week ahead. Keep chilled.",Can i pickle vegetables in a day?,1
"Preheat oven to 350°F. Place rhubarb and ginger in an 8x8"" baking dish; scatter sugar over and scrape in seeds from vanilla bean; save pod for another use. Toss and let sit until rhubarb releases some juices, 20–25 minutes.
Roast rhubarb, tossing once, until tender and juices are syrupy, 20–25 minutes. Let cool slightly.
Serve over ice cream or shortbread.",Is there such thing as rhubarb in a cake pan?,1
"Cook sugar in a medium saucepan over medium-low heat, undisturbed, until mostly melted, 6–8 minutes. Stir edges into the center with a heatproof spatula; cook, swirling pan occasionally, until caramel turns dark amber, about 2 minutes. Stir in rhubarb and 3 Tbsp. vinegar. Partially cover and cook, stirring occasionally, until rhubarb is very soft, 8–10 minutes. Transfer to a small bowl; let cool. Stir in remaining 1 tsp. vinegar; season with salt and pepper.",Is the sugar in caramel in the recipe?,1
"Pulse miso, lemon juice, lime juice, oil, tahini, vinegar, and honey in a food processor or a blender until miso is dissolved and mixture is smooth. Add cilantro, chives, ginger, and coriander and pulse until herbs are finely chopped; season with salt and pepper.
Sauce can be made 3 days ahead. Cover and chill.",Can you make miso sauce 3 days ahead?,1
"Heat oil in a large skillet over medium. Cook onion, stirring often, until translucent and starting to brown around the edges, 5–8 minutes. Stir in paprika; season with salt. Add collard greens a handful at a time, stirring to wilt after each addition before adding more; cook until all greens are wilted but still somewhat firm, about 4 minutes. Stir in vinegar. Taste and add more salt if needed.",Is collard greens the same as onion?,1
"Bring potatoes to boil in large pot of water. Reduce heat to medium-low and simmer until potatoes are tender, about 17 minutes. Drain; let stand until cool enough to handle, about 20 minutes.
Cut potatoes into 3/4-inch pieces. Place 1 layer of potatoes in large bowl; sprinkle with some of vinegar and salt and pepper. Continue layering potatoes with vinegar, salt, and pepper. Add all remaining ingredients; toss. Season with salt and pepper. DO AHEAD Can be made 8 hours ahead. Cover and chill.",Do you have to make the potatoes ahead of time?,1
"Toss shallot, garlic, chile, lime juice, and salt in a medium bowl. Add mangoes and cucumber and toss again. Cover; let sit at room temperature until shallot and cucumber are softened and juicy and flavors come together, 45–60 minutes.
To serve, add cilantro to chow and toss well; season generously with pepper.
Chow (without cilantro) can be made 3 hours ahead. Cover and chill.",Do you put scallions in the chow noodle soup?,1
"Whisk oil, vinegar, coriander, salt, pepper, and cardamom in a large bowl. Add cantaloupe, cucumber, and chiles and toss to coat in dressing. Let sit, uncovered, 15 minutes.
To serve, add pumpkin seeds, cilantro, and mint to salad and toss gently to combine. Top with sumac.",Is pumpkin oil and dressing the same thing?,1
"Heat the broiler to high.
Whisk the red wine vinegar with 1/4 cup olive oil in a large bowl and season generously with salt and pepper. Add the radicchio and arugula and toss to coat them nicely. Taste and adjust the seasoning.
Pile the salad on ovenproof plates or an ovenproof platter and top with the cheese. Broil the salad just until the cheese is melted, about 1 minute. Sprinkle the toasted hazelnuts on top and finish with a drizzle of saba. Serve right away.",Is there a difference between radicchio and radish salad?,1
"Mix hot water and dried lavender blossoms in bowl. Let steep 5 minutes. Whisk in 1/4 cup honey. Strain into another bowl. Add 3 tablespoons of the honey syrup, gin, and lemon juice; strain into cocktail shaker with ice. Shake well and strain into 2 chilled Martini glasses.",Do they make the lemon gin in a cocktail?,1
"Whisk oil and juice in a medium bowl. Season dressing with salt and pepper. Working with 1 artichoke at a time, break off outer leaves until only pale-green ones remain. Cut 1/2"" off the top; trim dark green parts around stem and heart. Slice lengthwise very thinly and toss in dressing. Repeat with remaining artichokes. Mix in celery and remaining ingredients. Season with salt and pepper. Transfer to a platter and top with cheese.",Is there such thing as a vegetable salad?,1
"Prepare grill for medium heat. Mix oregano, sesame seeds, cumin, salt, and red pepper flakes in a small bowl to combine; set spice mixture aside.
Beginning and ending with salmon, thread salmon and folded lemon slices onto 8 pairs of parallel skewers to make 8 kebabs total. Brush with oil and season with reserved spice mixture.
Grill, turning occasionally, until fish is opaque throughout, 5-8 minutes.",Do you want salmon on the grill?,1
"Put the Champagne or sparkling wine in a small pan and simmer until reduced by a third. Add the caster sugar and stir until dissolved, then leave to cool. (It’s worth making a much larger quantity of this syrup and storing it in the fridge to make other drinks.)
Pour the vermouth, Campari, Champagne syrup, and soda water into a small shaker and shake for 10-15 seconds. Scoop the sorbet into a chilled float glass. Pour the liquid ingredients on top and garnish with the slice of orange.",Is the orange juice in champagne sorbet the same as champagne?,1
"Cook turkey in a skillet lightly coated with cooking spray or olive oil. Stir in chopped onion, garlic, mushrooms, and greens. Allow to steam slightly. Add 2 cups water and then stir in the rice. Cook covered 30 minutes or until rice is tender.
Add pumpkin seeds and hot sauce, if desired.
Place peppers hollow side up in a baking dish and stuff with turkey mixture. Bake, covered, for 1 hour or until peppers are tender.",Do you put turkey in a casserole dish?,1
"Heat oil in a small saucepan over medium. Stir in garlic, cumin, and oregano, then immediately remove from heat. Let cool 10–15 minutes. Stir in chile, lime juice, orange juice, and salt.
Sauce can be made 1 week ahead. Transfer to an airtight container and chill.",Is the salsa in the sauce made in advance?,1
"Whisk oil, maple syrup, soy sauce, paprika, salt, cayenne, and black pepper in a shallow dish. Add tempeh and gently toss to coat. Cover and chill at least 2 hours or up to 4.
Preheat oven to 400°F and line a rimmed baking sheet with parchment paper. Arrange tempeh in a single layer and bake, tossing and basting with marinade after 10 minutes, until tempeh is crispy, 30–33 minutes.
Tempeh bacon can be made 5 days ahead; wrap tightly and chill.",Can you make bacon on top of tempeh?,1
"Pulse 3/4 cup herbs in a food processor until finely chopped. Add butter, lemon zest, 2 tsp. lemon juice, 1 tsp. salt, and 1/2 tsp. pepper. Pulse to bring together.
Place radishes in a medium bowl; drizzle with a little lemon juice and add a pinch of salt. Toss to combine.
To serve, spread toast with herb butter and top each with a fried egg. Scatter dressed radishes over top along with a few sprigs of herbs.
Herb butter can be made 1 week ahead. Cover and chill.",Can you make herb butter ahead of time?,1
"Bring a large saucepan of water to a boil over medium-high heat. Using a slotted spoon, carefully lower eggs into water one at a time. Cook 6 1/2 minutes, adjusting heat to maintain a gentle boil. Transfer eggs to a bowl of ice water and chill until just slightly warm, about 2 minutes.
Gently crack eggs all over and peel, starting from the wider end, which contains the air pocket.
Eggs can be cooked and peeled 3 days ahead. Store airtight in the refrigerator.",Can you freeze a peeled egg?,1
"Whisk cornichons, oil, vinegar, capers, and mustard in a small bowl to emulsify; season with salt and pepper. Gently mix eggs and herbs into dressing. Taste and adjust seasoning if needed.
Dressing can be made 2 days ahead. Cover and chill. Bring to room temperature before using.",Can i make a salad with cornichons?,1
"Heat vinegar, salt, brown sugar, and 1 cup water with desired coloring ingredient in a small saucepan over medium until hot. Remove brine from heat.
Gently tap eggs to crack shell all over but keep intact. Carefully add eggs to brine and chill at least 8 hours and up to 3 days.
Remove eggs from brine and peel.",Is it necessary to add brine to the eggs?,1
"Combine garlic and salt in a 1-qt. glass jar or nonreactive container. Add vinegar and 2 cups hot water. Cover and shake to dissolve. Add chiles to brine, cover jar, and let sit at room temperature 48 hours before using.
Pickles can be made 2 weeks ahead. Cover and chill after sitting 48 hours at room temperature.",Can you make chiles ahead of time?,1
"Bring a large saucepan of water to a boil over medium-high heat. Using a slotted spoon, carefully lower eggs into water one at a time. Cook 10 minutes, maintaining a gentle boil. Carefully transfer eggs to a bowl of ice water and let cool until just slightly warm, about 2 minutes.
Gently crack eggs all over and peel, starting from the fat end containing the air pocket.
Eggs can be cooked and peeled 3 days ahead. Transfer to an airtight container and chill.",Is it possible to cut the fat out of the eggs?,1
"In a medium bowl, combine all the ingredients.
Spread the tzatziki on two serving plates and top with the eggs.
In a medium bowl, combine the tomato, cucumber, chile flakes, radishes, poppy seeds, fresh herbs, and buttermilk. Season with a little sea salt.
Broil or sauté the pickled beets to slightly caramelize and blister the outer surface.
Top the eggs with the cucumber-tomato salad and the hot beets. Garnish with more herbs, a pinch of sumac, a little olive oil, and the pickling liquid from the beets.",Is tzatziki the same as hot beets?,1
"Sift the sugar into a large mixing bowl. Add the cocoa powder, milk, vanilla, and salt and whisk or stir with a spoon until smooth. If the glaze is too thick, add a little more milk to thin it to the desired consistency.
If not using within 10 minutes of mixing, cover the bowl with plastic wrap to keep the glaze from drying out. Store at room temperature.",Is there a difference between the glaze and the chocolate?,1
"Combine shallot and vinegar in a small bowl and let sit 5 minutes.
Meanwhile, mix herbs and oil in a large bowl to coat herbs. Add beans and red pepper and toss to combine. Season generously with salt.
Add shallot mixture to bean mixture and toss gently to combine.
Beans can be made 3 days ahead. Cover and chill.",Can you make the beans 3 days ahead?,1
"Toss sliced fennel, fennel fronds, celery root, radicchio, celery leaves, parsley, and marjoram in a large bowl to combine; season with salt and pepper. Drizzle with oil and lemon juice and toss to coat; taste and season with more salt and pepper if needed. Pile salad lightly onto plates.",Do you have to toss celery in a salad?,1
"Cook pasta in a large pot of boiling salted water, stirring occasionally, until just al dente. Meanwhile, whisk milk and cheese powder in a medium bowl.
Drain pasta and return to pot. Heat over low. Add butter and stir until melted and evenly coated, about 2 minutes. Add milk mixture and cook, stirring, until pasta is well coated and sauce thickens, 3–5 minutes. Taste and season with salt, if needed (some cheese powders will not require additional salt). Serve immediately.",Does the cheese powder in pasta sauce need to be added?,1
"1. In a medium bowl, combine the first four ingredients.
2. Fill the baguette with the mixture, scatter the basil leaves on top.
3. Close the baguette and wrap it tightly in waxed paper, then in aluminum foil.
4. Place the sandwich at the bottom of the cooler so the weight of the other contents compresses the sandwich and allows the juices to soak into the bread.",Is it possible to bake bread in a cooler?,1
"Heat the oil in a large non-stick frying pan or wok over high heat. Add the ginger and garlic and cook for 1 minute. Add the asparagus, onion and peas and cook, stirring, for a further 1 minute. Add the chilli bean paste, soy sauce and water and cook, stirring, for 1–2 minutes or until combined. Add the edamame, enoki, spinach, and noodles, toss to combine and cook for 1 minute or until warmed through. Top with the chile and cilantro to serve.",Is the edamame noodles the same as the chilli?,1
"Whisk mustard, vinegar, and garlic in a medium bowl; season with salt and pepper, then gradually stream in oil, whisking constantly. Whisk until dressing is emulsified and thick.
Add watercress to dressing, season with more salt and pepper, and gently toss until watercress is evenly coated (you want to be careful not to bruise or wilt greens when tossing, so use a light hand). Pile salad lightly onto plates.",Do you have to toss greens in a salad?,1
"Combine salt and sugar in a medium bowl. Cut lemons into quarters lengthwise. Pack alternating layers of salt mixture and lemons into a 1-qt. glass jar or nonreactive container. Cover and chill at least 1 month and up to 1 year, shaking every day for the first 2 weeks to redistribute curing mixture and the brine that will form.",Is the brine in the lemon juice recipe good?,1
"Muddle ginger and cloves in a measuring glass. Add tea and 1 cup boiling water and stir 10 seconds. Let steep 4 minutes.
Meanwhile, fill a mug with hot water to warm it. When tea mixture is ready, pour out hot water, then add rum, cognac, and honey to mug. Strain tea through a fine-mesh sieve into mug and stir to combine. Add lemon juice, then drop lemon wedge into mug. Let sit 1 minute before drinking.",Do you boil the tea in tea pot?,1
"Muddle lime and brown sugar in a cocktail shaker. Add grapefruit and kumquat and muddle until lightly crushed and juices are released. Fill cocktail shaker with ice, add rum, and shake vigorously until very cold, about 20 seconds. Pour into an old-fashioned glass or tumbler and serve with two straws.",Is the grapefruit in a black rum cocktail?,1
"Muddle 2 blackberries in a cocktail shaker. Add pineapple juice, tequila, Suze, and lime juice and shake until mixture starts to get frothy, about 10 seconds. Strain into a rocks glass filled with crushed ice. Garnish with mint sprig and remaining 2 blackberries.",Is the pineapple juice in a blackberry cocktail?,1
"Slice the bananas in half lengthwise and brush with the lemon juice. Melt the butter with the sugar in a flat chafing dish or 10-inch skillet. Add the bananas and sauté until just tender. Sprinkle with the cinnamon.
Remove from the heat and add liqueur and rum. Carefully ignite with a long match. Use a large long-handled spoon to baste the bananas with the warm liquid until the flame burns out.
Divide the ice cream among four dishes. Top each one with a banana half and some of the sauce. Serve immediately.",Do you put rum in the ice cream?,1
"Place chicken, stock, rice, chiles, ginger, garlic, and salt in slow cooker. Cover and cook on low 8 hours.
Remove chiles and ginger. Stir, breaking up chicken into bite-size pieces. Divide congee among bowls. Serve with an assortment of toppings alongside.
Congee can be made 3 days ahead; transfer to an airtight container and chill. Reheat in a large pot over medium, stirring in water as needed to loosen.",Can you eat leftover chicken congee in the slow cooker?,1
"Heat chocolate and coconut milk in a small saucepan over medium, stirring, until smooth and chocolate is melted. Bring to a simmer.
Meanwhile, pour 1 cup hot water into a medium bowl or large measuring cup. Sift 2 1/2 tsp. matcha through a fine-mesh sieve into hot water, then whisk mixture until frothy. Whisk chocolate mixture into matcha. Divide between 2 mugs. Top with marshmallows and sprinkle with more matcha.
Hot chocolate can be made can be made 3 days ahead; cover and chill.",Is there a difference between hot chocolate and matcha?,1
"Heat chopped chocolate or chips, peanut butter, maple syrup, and salt in a large heatproof bowl in a microwave on high 30 seconds. Stir to combine, then microwave 30 seconds more and stir until melted and smooth. Add cereal and gently toss with a rubber spatula until coated. Transfer to a large resealable plastic bag.
Whisk cocoa powder and powdered sugar in a small bowl. Pour over cereal in bag, seal, and shake until coated. Pour out onto a parchment-lined rimmed baking sheet and let cool.",Is peanut butter and chocolate the same thing?,1
"Heat the oil in a large skillet over medium heat and sauté the tortilla pieces or chips until slightly crisp, 1 to 2 minutes. Add the tomato, onion, and chile and cook for 5 minutes. Pour in the eggs and mix with a spatula, scraping up the eggs as they cook. When the eggs are partially set, add the cheddar. Cover. Toss a few more times until the cheese melts.",Do the chips in a bowl cook?,1
"Mix chicken, potatoes, salsa, broth, cumin, salt, and pepper in slow cooker. Cover and cook until chicken shreds easily with a fork and sweet potatoes are tender, about 4 hours on high or 6 hours on low. Add beans during last 30 minutes of cooking. Shred chicken in slow cooker with 2 forks. Taste and season with salt and pepper, if needed. Serve topped with avocado, cilantro, sour cream, and/or onion, if using.
Chili can be made 3 days ahead; cover and chill.",Is chile chicken in slow cooker?,1
Preheat oven to 160°C (320°F). Lightly grease a 22cm springform cake tin and line with non-stick baking paper. Place the butter and cacao in a saucepan over low heat and stir until smooth. Place the eggs and sugar in the bowl of an electric mixer and beat until doubled in volume. Add the cacao mixture and almond meal and gently fold to combine. Pour into the tin and bake for 35–40 minutes or until just set. Allow to cool in the tin. Turn out and dust with extra cacao to serve.,Does a chocolate covered tin have to be lined?,1
"Toss cheese and cornstarch in a medium heatproof bowl. Pour evaporated milk over and cook in microwave on high 1 minute. Whisk and continue to cook in 30-second increments, whisking in between, until melted and smooth (about 2 minutes total).
Once cheese has melted, stir in Rotel and hot sauce, if using, and microwave an additional 30 seconds. Stir to combine.",Is there hot sauce in the rotel?,1
"In a large nonstick frying pan over medium-high heat, fry onion in oil until edges are nicely browned. Add garlic, ginger, and green chile and stir for 1 minute.
Mix ground spices with water to form a paste; add to onion mixture. Stir briefly until spices release their fragrance.
Add lamb and salt and fry over medium heat, stirring frequently util lamb is cooked through, 10 to 15 minutes. Taste for salt.
Stir in lemon juice and remove from heat.",Do you add fish sauce to lamb?,1
"Drain peppers, reserving liquid, then finely chop if whole.
Process shallot, cream cheese, mayonnaise, Miracle Whip, Worcestershire, salt, hot sauce, and 2 Tbsp. pepper liquid in a food processor until very smooth. Add cheeses and pulse until just combined. Add peppers and pulse until just combined. Serve with crackers alongside.
Pimento cheese can be made 5 days ahead; cover with plastic, pressing onto surface, and chill.",Is there anything worse than a piston cheese?,1
"Preheat the oven to 350°F. Wrap the shallots and 2 tablespoons water in aluminum foil and bake for 50 minutes.
In a stainless steel pan, steam the brussels sprout hearts and butternut squash in 1/4 cup water for 5 minutes. Add the shallots, thyme, brussels sprout leaves, lemon zest, vinegar, and currants. Steam 3 more minutes.
Sprinkle with hemp seeds to garnish.",Are brussels sprouts and butternut squash the same thing?,1
"Heat oil in a large nonstick skillet over medium-high heat. Season fish with salt and pepper and cook, skin side down, until skin is golden brown and crisp, about 5 minutes. Turn fish and add garlic, olives, and rosemary to skillet. Cook, stirring garlic, olives, and rosemary occasionally, until fish is opaque throughout, about 3 minutes.
Add orange juice to pan and swirl to combine. Divide radicchio and fish among plates and spoon warm vinaigrette over top.",Does fish have to be skin side down?,1
"Pour water into a medium pot to a depth of 1/4"". Add cauliflower and garlic and cover pot. Bring to a boil and cook until florets are easily pierced with a paring knife, about 8 minutes. Drain well and transfer to a food processor. Add milk, butter, 1 tsp. salt, and 1/2 tsp. pepper. Purée until smooth, adding more milk if needed. Season to taste with salt and pepper. Top with chives, if using.
Mashed cauliflower made 2 days ahead. Transfer to an airtight container and chill. Rewarm before serving.",Can i make cauliflower in advance?,1
"Bring cabbage and 3 cups water to a simmer in a medium saucepan over medium-low heat and cook until cabbage is soft and liquid is reduced by about a third, 20–25 minutes.
Remove cabbage with a spider or slotted spoon; discard. Add sugar to cabbage liquid and simmer, swirling pan occasionally, until liquid is a very deep purple and has reduced to about 1 cup, 10–15 minutes. Let dye cool, then stir in baking soda. Mix into frosting or royal icing to make desired color.",Is red cabbage the same as purple cabbage?,1
"Bring sugar, turmeric, and 2 cups water to a boil in a small saucepan over medium-low heat and cook, swirling pan occasionally, until liquid is reduced by about half, 25–30 minutes. Let dye cool before mixing into frosting or royal icing to make desired color.",Does it take to get dyed in royal blue?,1
"Bring beets and 3 cups water to a simmer in a small saucepan over medium-low heat; cook until beets have lost their vibrant red color and liquid is reduced by about one-third, 25–30 minutes.
Remove beets with a slotted spoon. Add sugar to beet liquid and simmer, swirling pan occasionally, until very deep red and reduced to about 1 cup, 10–15 minutes. Let dye cool before using.",Are beets and water the same thing?,1
"Heat a medium, dry, heavy skillet (preferably cast iron) over medium. Roast garlic, stirring occasionally, until skins have darkened on all sides and cloves inside are soft, 12–15 minutes. Let cool.
Peel away skins and discard; transfer cloves to a blender. Add parsley, mint, oil, lemon zest and juice, red pepper, and salt. Blend until a pesto-like sauce forms.
Sauce can be made 5 days ahead; store in an airtight container and chill, or freeze up to 1 month.",Is the pesto based on the garlic?,1
"Toss cucumbers, avocado, celery and celery leaves, scallions, poblano, jalapeño, garlic, pistachios, lime juice, cilantro, and mint in a large bowl. (Mixture should be coated just enough to look glossy.) Drizzle with oil, season with salt, and toss again. Cover salsa and chill 20 minutes before serving with chips.",Do you have to add jalapenos to the salsa?,1
"Bring 10 cups water to a boil in a large pot. Reduce heat and bring to a simmer. Add tea bags, lemon and orange slices, sugar, cloves, and 12 thyme sprigs; simmer, covered, 10 minutes. Remove from heat; discard tea bags. Stir in raspberry liqueur, whiskey, and lemon juice. Divide among mugs and garnish with thyme sprigs, if desired.",Is there a difference between lemon and orange juice?,1
"Preheat the oven to 500˚F. Line a baking sheet with parchment paper and lightly dust with flour.
Take the pizza dough out of refrigerator 30 minutes before using. With a sharp knife, cut the dough in half. Stretch the dough into two long rectangles (about 6x11 inches each) on the parchment paper. Brush with truffle oil. Sprinkle with rosemary, grapes, salt, and feta. Bake for 8 to 10 minutes. Remove from the oven and cut into slices.",Do you have to preheat oven to 350?,1
"Place chocolate and salt in a medium heatproof bowl. Heat cream in a small saucepan just until steaming (do not bring to a boil) and pour over chocolate. Let sit until chocolate is melted, about 5 minutes. Add butter and whisk until butter is melted and incorporated and mixture is smooth. Serve warm.",Do you have to beat the cream in a pan?,1
"Bring orange juice, sugar, and Grand Marnier to a simmer in a large skillet over medium heat, stirring until sugar is melted. Add butter a piece at a time, whisking until incorporated before adding more; stir in salt. Continue to gently simmer, swirling sauce often, until slightly thickened, about 5 minutes. Serve warm.",Is orange juice and grand marnier the same thing?,1
"Combine currants and vinegar in a small bowl; set aside.
Heat oil in a large skillet over medium; cook onion and ginger, stirring occasionally, until softened, 8–10 minutes. Stir in squash, rice, and 1 1/4 cups water; season with salt and pepper. Bring to a boil. Reduce heat, cover, and simmer until rice is tender, 15–18 minutes. Remove from heat, fluff rice with a fork, and let sit covered 10 minutes.
Drain currants and serve pilaf topped with drained currants and toasted unsweetened coconut flakes.",Is the drained currants in the pilaf the same as the curries?,1
"Preheat oven to 425°F. Arrange potato chips in a single layer on a rimmed baking sheet. Sprinkle half of cheese evenly over chips. Bake until cheese is melted and chips are just starting to brown around the edges, about 4 minutes. Remove from oven and immediately top with remaining cheese and pepper. Let cool, then transfer to a serving bowl.",Is there a cheese on potato chips?,1
"Preheat oven to 400°F. Toast stuffing on a parchment-lined rimmed baking sheet until crisp and brown, 25–35 minutes.
Meanwhile, toast pecans on another rimmed baking sheet, tossing once, until slightly darker and fragrant, about 5 minutes. Let cool; coarsely chop.
Whisk grapefruit juice, vinegar, and honey in a large bowl. Add endive, radicchio, apple, beet, and pecans, season with salt, and toss to combine. Drizzle salad with oil and add stuffing croutons; toss again to combine.",Is the stuffing in the apple croutons a good idea?,1
"Toast walnuts in a dry small skillet over medium heat, tossing, until golden brown, about 5 minutes. Let cool; finely chop.
Mix potatoes, garlic, lemon zest, lemon juice, 3 Tbsp. oil, and 2 Tbsp. warm water in a medium bowl; season with salt. Drizzle skordalia with oil and top with chives and toasted walnuts. Serve with pita chips and cucumbers.",Do you have to eat the skordalia with chives?,1
"Preheat the oven to 150°F/65°C. Pour the buttermilk into a baking dish and cover tightly with aluminum foil or a lid.
Place the baking dish in the oven and bake for 8 to 12 hours. When the buttermilk is ready to drain, the solids will have separated from the whey, either in soft clumps or in one lightly set uniform mass.",Do you have to bake the milk in a pan?,1
"Cut the vanilla bean in quarters and place in the bowl of a small food processor. Add the sugar. Process until the vanilla bean is finely ground and well distributed. The sugar will be powdery.
Transfer the sugar to an airtight container. It will keep indefinitely.",Can you keep the powdered vanilla bean in the fridge?,1
"Preheat oven to 350°F.
In a mixing bowl, mix corn syrup, eggs, sugar, butter, and vanilla using a spoon. Stir in pecans. Pour filling into pie crust.
Bake on center rack of oven until center reaches 200°F and springs back when tapped lightly, about 55 to 70 minutes.
This recipe is made available as a courtesy by Karo, a registered trademark of ACH Food Companies, Inc.",Is the pecan pie crust the same as the filling?,1
"Preheat oven to 350°F.
Combine milk, egg yolks, and lime juice. Blend until smooth.
Pour filling into pie crust and bake for 15 minutes. Allow to stand 10 minutes before refrigerating.
To serve, top with freshly whipped cream or meringue, and garnish with lime slices.
This recipe is made available as a courtesy by Nellie and Joe's Famous Keylime Juice.",Is the lime juice in the pie crust?,1
"Heat oven to 325°F.
Combine graham crumbs, 3 tablespoons sugar and butter; press onto bottom of 9-inch springform pan.
Beat cream cheese, 1 cup of the remaining sugar and vanilla with mixer until blended. Add eggs, 1 at a time, mixing on low speed after each just until blended. Pour over crust.
Bake until center is almost set, about 55 minutes. Run knife around rim of pan to loosen cake; cool before removing rim. Refrigerate cheesecake 4 hours.
Recipe is courtesy of The Kraft Heinz Company.",Do you need to preheat oven to 350?,1
